,ETF 1 ,ETF 2,ETF 3,ETF 4,ETF 5,ETF 6,ETF 7,ETF 8,ETF 9,ETF 10,ETF 11,ETF 12,ETF 13,ETF 14,ETF 15,ETF 16,ETF 17,ETF 18,ETF 19,ETF 20,ETF 21,ETF 22,ETF 23,ETF 24,ETF 25,ETF 26,ETF 27,ETF 28,ETF 29,ETF 30,ETF 31,ETF 32,ETF 33,ETF 34,ETF 35,ETF 36,ETF 37,ETF 38,ETF 39,ETF 40,ETF 41,ETF 42,ETF 43,ETF 44,ETF 45,ETF 46,ETF 47,ETF 48,ETF 49,ETF 50,ETF 51,ETF 52,ETF 53,ETF 54,ETF 55,ETF 56,ETF 57,ETF 58,ETF 59,ETF 60,ETF 61,ETF 62,ETF 63,ETF 64,ETF 65,ETF 66,ETF 67,ETF 68,ETF 69,ETF 70,ETF 71,ETF 72,ETF 73,ETF 74,ETF 75,ETF 76,ETF 77,ETF 78,ETF 79,ETF 80,ETF 81,ETF 82,ETF 83,ETF 84,ETF 85,ETF 86,ETF 87,ETF 88,ETF 89,ETF 90,ETF 91,ETF 92,ETF 93,ETF 94,ETF 95,ETF 96,ETF 97,ETF 98,ETF 99,ETF 100,ETF 101,ETF 102,ETF 103,ETF 104,ETF 105
Dates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/05/2020,114.6579071,108.9381111,95.85349479,107.3244121,92.95078158,119.9408261,102.6420172,133.573104,120.925455,105.1592436,118.0532628,143.6013574,133.573156,101.763229,107.5031886,117.7373856,115.7134708,109.6230314,115.3915028,107.7239963,105.4743201,107.5023418,120.1824309,102.9123333,98.81179694,104.1655713,97.12041336,114.8930553,119.5618996,97.08870986,93.27271594,110.2326944,116.6116292,113.8986945,98.40824554,98.70245422,89.27196477,109.1895951,107.1048745,116.861575,112.4518515,85.24685838,100.0794503,104.8448613,120.361359,99.51760336,99.84562874,103.3446796,92.15799599,115.6206615,101.7616366,100.3461826,150.1327406,112.7845648,96.48881302,92.52420907,102.5375723,118.2108492,110.8078139,97.27256833,113.7789505,121.240821,112.7076549,99.43701482,99.56740225,95.89970452,120.8959218,109.7130348,122.9281589,107.0755866,101.9720142,102.7520012,93.11284694,142.1822571,128.014989,109.1566122,113.31428,102.5025179,88.55909603,114.7098364,95.64151738,105.2187078,117.6965852,120.4885458,122.1601903,102.7495532,102.4007456,116.5222709,97.27485182,115.4759484,108.7389934,107.0970606,96.21278347,108.5011426,97.76199967,133.5281601,102.7252647,106.3039899,103.7917916,121.7622709,110.9437453,105.6064807,101.3265213,98.52214452,114.3387306
14/05/2020,115.9966049,109.0375347,94.99281212,107.2363275,90.53060661,121.1462169,102.3867404,135.3870211,122.6258376,104.6321583,118.3583994,145.1132726,132.5287183,99.6384789,107.5105707,119.089683,115.4523304,109.6584116,116.7527038,107.6962878,105.4168859,107.4729711,121.6586869,100.7121863,96.8868042,103.5346663,95.40453064,115.2692696,120.7798618,96.21485155,94.58329869,111.5256692,118.0422913,114.1045045,97.90166576,98.56899236,88.68427056,109.2778187,106.9651301,116.6539913,110.2527287,84.19128699,99.92626059,102.9491992,120.6188492,99.50708412,97.89808845,103.3594791,94.17688648,115.3954402,99.63837371,101.8316643,152.0528493,110.679209,94.2519175,92.00329155,102.2894529,119.7025085,110.7831722,95.44845271,113.9988273,122.4744216,112.4562185,99.43572472,99.50383928,94.31450645,122.5333527,109.7047471,121.7383625,106.9420906,99.7976113,102.7534355,91.09357823,143.6727878,128.7781903,109.1373948,113.4542746,102.2511479,86.93328856,115.9911619,94.79699688,103.3779446,119.0973768,120.9844615,119.6638678,102.4906055,102.261545,117.7887066,95.44779033,115.7922961,108.8275253,107.2598146,95.67269177,108.503654,96.98555057,131.7694652,100.8621529,106.098295,103.8176942,119.4426969,112.457897,104.5306835,100.8133248,96.64024864,114.4869482
15/05/2020,116.4606237,109.5153815,95.07597806,107.6623047,91.44873755,122.4791055,102.3629107,135.6802189,123.0594422,105.4554663,118.6917602,146.0540953,132.6541717,100.0660223,107.5576517,119.6389412,116.4907233,110.1347034,117.2390562,107.6146659,105.4315013,107.8946531,122.6688908,101.2152385,98.05736582,103.5260211,95.7947972,115.7209744,122.1409562,96.26399767,94.70820517,111.976302,118.5746853,114.2121986,97.7019166,99.0138652,88.74346942,109.6923777,106.8931821,117.7575291,110.8714437,84.03072816,99.90300573,103.169721,120.4486438,99.51125212,99.11174964,103.3520793,93.71135408,116.4519587,100.0671592,102.0141533,152.7196394,111.286736,94.70010717,92.17888998,102.2679357,120.1731165,111.3024943,95.77481205,114.0027362,123.7971242,113.4681238,99.4345063,99.50021767,94.41385741,123.0162182,110.2454589,122.819835,106.9019015,100.2793474,102.7548699,91.76319357,144.5923829,130.3939769,109.2384063,114.2551494,102.2305215,87.41332649,116.4880615,94.84687691,103.5721175,119.995517,121.3901256,120.5691522,102.4641004,102.5365452,118.6678218,95.77881774,115.5144874,108.6947275,107.7875321,96.70831395,108.9718339,97.08520179,131.41615,101.2970594,105.5242628,104.6348341,120.041725,112.7107196,104.5796201,101.6129032,97.08313908,115.1220869
18/05/2020,120.139003,112.8331666,96.19053491,110.6769127,95.37196678,126.0336308,102.234493,135.629398,126.4901492,106.6978815,118.7245046,148.9150801,138.9434704,104.2185555,107.5966125,123.2680607,119.5190267,113.1064956,120.9342531,107.5886905,105.0107841,110.9391122,126.1676769,105.3611802,103.619609,104.7013279,100.7171551,118.7983417,125.7013743,97.48704024,100.1186715,115.5473326,122.2038764,113.958532,97.973896,100.1038037,91.61273043,112.0472439,106.8612226,120.6628877,114.7901461,84.67543362,99.85786661,103.4479084,119.6194383,99.52445079,104.7344625,103.4112772,98.65486473,119.4940105,104.2206954,107.5773338,156.6524665,115.1829551,98.98550265,94.97964822,102.1367887,123.6354469,114.5416351,100.338015,113.6470243,127.4042154,115.8043715,99.43070767,99.4877268,99.28518707,126.2962839,112.9515648,126.3821595,106.7920937,104.3794193,102.7591416,93.16893084,147.4247863,132.0441419,109.3423004,117.4311781,102.1047987,91.85318346,120.0171744,95.92187755,103.7713106,123.7781456,124.3377973,123.3622175,102.299054,103.2429946,119.7813679,100.3374382,114.8245574,108.358025,110.9341093,100.9065651,112.2046072,98.42218901,131.8338237,101.6006474,108.6718728,104.6348341,123.3286966,117.3453631,105.042496,102.8111254,101.6332556,118.5554021
19/05/2020,118.8869852,112.4266033,97.50763364,110.5430241,94.64106519,124.2836891,102.286705,135.8835027,124.143026,107.2758024,119.6174602,148.3881684,140.0952237,103.4712844,107.7985523,121.9677549,119.0147378,112.8045708,119.716112,107.9462485,105.0254462,110.765489,124.8357358,104.7168212,103.7721556,105.0200978,100.3955884,117.3970258,123.9516077,98.84338323,98.04763488,114.3250557,121.0157232,114.1526318,98.41668943,100.6821384,91.737085,111.3496979,107.1431789,120.1567096,114.4320524,85.65360742,99.89258901,104.8643697,119.8965675,99.55055042,104.8899702,103.4704751,97.34456523,118.9865237,103.4716123,106.0483607,156.0350682,114.8351536,99.09041021,94.85621501,102.1715228,122.3580823,114.1689306,99.58622297,113.9182058,125.640612,115.3247774,99.42941757,99.50088286,98.39833714,124.1845372,112.6562893,127.7491596,107.1293848,103.6906174,102.7605759,95.73175019,146.8974527,132.2263476,109.9775957,116.9831954,102.1412915,90.74494775,118.9802784,97.22993834,105.2600454,122.2941417,122.9483103,123.8896812,102.3377654,103.7367156,118.3340128,99.58971251,114.2279409,108.5085725,110.386664,100.683759,111.9064788,99.54326524,133.2444573,103.5523417,108.1137859,106.2577168,123.6258043,116.145111,106.7334389,103.3357771,100.9059829,118.1315272
20/05/2020,120.8821987,114.1094694,98.1883479,112.0933133,95.66493356,125.8911883,102.4985881,136.6927287,125.7097403,108.5759333,120.6949016,151.40152,141.3542926,104.5015007,107.9930281,124.0016061,120.4792831,114.2535711,121.7346133,108.3801248,105.0598133,112.3167977,126.6978217,105.7540131,105.1502636,105.8217472,101.7923234,118.6667492,125.5379971,99.51706649,99.81336769,116.2324484,123.111995,114.5430989,98.81236917,101.8313932,92.96124552,112.129362,107.2543712,121.5905894,115.7612212,86.55026673,100.0200568,105.9681816,120.1584219,99.56553538,106.2956011,103.5296729,99.41333418,120.4283063,104.4996642,108.0734414,159.4184108,116.1277478,100.4883557,95.84882371,102.3628161,124.5010295,115.8704344,100.8800047,114.2934623,127.2828525,116.4070883,99.42812747,99.55735043,99.25506855,125.7123103,114.0350744,131.0583359,107.2283054,104.711915,102.7620103,95.96204162,149.8432849,135.5094884,110.6661793,118.6076611,102.3277602,91.50253847,120.9562986,97.97125878,106.3007012,124.3093532,124.3104081,124.2494959,102.5552116,104.5427676,118.4818061,100.8835168,114.2012096,108.6673454,111.8810416,102.6863353,113.5546156,100.340475,132.5220658,104.0916696,109.318855,107.1468659,123.9628627,118.6625294,107.1083502,104.566074,102.2222222,119.959443
21/05/2020,119.9480821,113.1432441,98.12449402,111.246644,94.90305157,125.1378774,102.8228931,134.8631744,125.3196734,109.4619258,120.8812617,149.6937653,140.6272672,103.7177573,108.0611069,122.9880265,119.5118299,113.5317543,120.8262449,108.2860581,105.1744949,111.4562599,125.9533269,105.003674,103.6341372,106.2331524,100.5587908,118.2100943,124.8129318,99.35795875,99.79757253,115.341877,122.1110006,114.2570091,99.12447051,102.4912879,92.05618628,111.1753878,107.3540879,120.5498874,114.8042197,87.16862407,100.2081973,105.3709853,120.1758788,99.5850853,104.8013251,103.5518721,98.70553493,119.4916841,103.7195846,107.5559159,157.1710811,115.2122936,99.2719936,95.13687861,102.6774666,123.48418,114.8330222,99.83099248,114.3423239,126.4095001,115.8919473,99.42690904,99.63732152,98.11779314,125.3279508,113.3663606,130.2765202,107.3288846,103.9546581,102.763429,95.12309921,148.152437,134.770352,110.7247123,117.772448,102.6365516,90.75186188,120.020069,97.96953878,105.612653,123.5146911,123.8165291,124.2494959,102.9299446,105.1014327,117.5186016,99.82982394,114.5875836,108.7831295,111.1116591,102.5701839,112.6153857,100.1993024,131.4253441,103.7885424,108.1624192,106.3086585,123.9628627,117.9695598,106.7609405,105.4389663,101.1779332,119.1572585
22/05/2020,120.2450452,113.0348408,95.63940173,110.7878993,94.55368027,125.8047887,102.8258461,135.539484,126.2181992,109.0990053,120.9997442,150.2683979,139.0114873,103.6343254,108.1131093,123.3401283,119.5827696,113.1627462,121.178443,108.1972533,104.8577663,111.0141755,126.1523965,104.9768257,103.7078162,106.3887173,100.5757238,118.6502485,125.4173587,96.73077355,99.62216311,115.633466,122.4698388,114.2809712,99.25338778,102.1057314,91.47041303,111.062132,107.4011655,120.5240157,115.0299178,86.04800577,100.2023036,104.7834143,120.2958954,99.59709312,104.8765219,103.5592719,98.50602104,119.5462953,103.6369272,107.6671577,157.8255232,115.4793224,98.73002005,94.30664335,102.6782966,123.8203286,114.7332237,100.0932455,114.4048666,127.0915906,115.9022614,99.42561894,99.63843017,98.09819602,126.2382954,113.0917679,130.2871171,107.3770691,103.9023602,102.7648633,91.9062158,148.721161,136.2761276,110.668021,117.6012848,102.6354183,91.01854961,120.3198168,95.47983729,104.9826004,123.7179625,124.3320831,122.9275305,102.9246262,104.7799512,117.8014474,100.09383,115.1099099,108.8433268,111.0968633,102.6483487,112.4507155,97.50871948,128.0865819,102.839247,108.8616224,106.4671823,122.6730766,118.3535422,103.3887612,105.1136364,101.5229215,118.7346515
25/05/2020,120.2450452,113.5769314,96.36774377,111.382999,94.55368027,125.8047887,102.8258461,135.539484,126.2181992,109.0990053,120.9997442,150.2683979,140.1753325,105.1160556,108.1131093,123.3401283,120.2654359,113.7255506,121.178443,108.1341523,104.6463804,111.5766123,126.1523965,106.5283744,106.6767673,106.4412424,102.8562029,119.1861065,125.4173587,97.4217365,99.62216311,115.633466,122.4698388,114.2809712,99.32481128,102.6099207,92.18327452,111.4657012,107.4011655,121.2215335,116.735945,86.84338952,100.2023036,106.2767058,120.2958954,99.60284893,107.8825945,103.5592719,98.50602104,120.2328259,105.1144289,107.6671577,157.8255232,117.2288155,100.1689938,94.98993432,102.6782966,123.8203286,115.3061413,102.185442,114.4048666,127.0915906,116.530364,99.42182032,99.63843017,100.2027981,126.2866192,113.6549008,131.2779272,107.3941229,105.3905124,102.7691507,93.08505314,148.721161,136.6886689,110.6900009,118.2125065,102.6354183,92.41223998,120.3970051,96.19277772,106.4288567,123.7179625,124.9040624,124.5352521,102.9244518,105.0207789,117.8014474,102.1895598,115.0049527,108.8131416,111.6147169,103.3484225,113.0240117,98.26856004,128.5042555,104.4742215,109.4519985,107.6495485,124.3893317,118.3535422,103.8554792,105.1136364,103.6689977,119.0960823
26/05/2020,121.7240067,115.348209,97.97774895,113.1496241,95.72857807,127.01952,102.9516389,134.4996091,126.6771626,109.7396107,120.9855954,149.8850735,144.2261185,106.2406559,108.1890623,124.8000124,121.7731618,115.2574361,122.6698336,108.4242663,104.4043163,113.3327534,127.6104009,107.682851,107.7373293,107.4432917,103.8210644,120.0420766,126.6331142,99.06218442,103.2166015,117.0285628,123.9216091,114.052079,99.93051268,103.9297101,94.79788805,112.4819508,107.206667,122.5327284,117.5365738,88.43415701,100.3246544,108.6800149,120.0274947,99.64135333,108.9562798,103.6258695,101.8763806,121.7329094,106.2406365,111.1250497,157.6711737,117.9696135,102.0863722,97.2176098,102.7879902,125.1397118,117.0427594,103.6016085,114.2910193,128.0970596,117.4745569,99.42060189,99.71182323,101.6667189,126.8233842,114.9985866,134.0996462,107.1822048,106.5614756,102.7705694,96.51328518,148.3418537,137.1287129,111.113064,119.9109317,102.7424036,94.10323779,121.8915633,97.95319877,108.9280383,125.6926426,125.6688473,124.477877,103.0270718,106.1436965,117.5746611,103.6051682,114.1693945,108.5404894,113.0499112,106.0615432,114.8167282,99.82561036,130.2051592,106.8232699,111.3638447,108.3736118,124.4689431,120.9459559,105.5375245,105.6772361,105.002331,121.0236868
27/05/2020,123.5305507,116.5838075,98.09623071,114.2041731,96.93546649,129.2322833,103.3289352,132.494136,128.6921468,109.6490239,121.4224447,150.7175685,144.9682588,106.6167969,108.3266963,126.6871545,122.9107676,116.4822786,124.4599889,108.3889573,103.9321417,114.4173602,129.1681523,107.9386163,109.1673239,107.8298165,105.6161293,121.4553555,128.8450299,99.1458899,105.8460803,118.7645054,125.6923467,114.1182455,100.9733065,103.4996663,96.94382388,113.0805887,107.4927748,123.4523731,117.4896619,88.74210061,100.5641476,109.4784824,120.2107928,99.68174326,110.405665,103.6924671,105.2578242,122.8782149,106.617761,113.9021597,158.5355313,117.8872295,102.3405786,98.59374311,103.1530818,126.8246565,118.3530774,104.8837345,114.4034008,130.2777522,118.5088999,99.41931179,99.82860171,103.4876446,128.7738041,116.2116831,134.4316824,107.4114744,106.8493267,102.7720037,95.79387263,149.1644497,137.6478273,111.3017949,120.9954938,103.0981144,95.57890994,123.6611048,98.04607883,109.7825604,127.1705054,127.0576239,122.8008781,103.3906448,106.0018236,118.8079706,104.8844027,114.2574602,108.6995979,114.3963306,107.6357961,115.9945325,99.93771799,128.257329,107.9014074,112.4676609,109.4207666,123.0216737,123.4957958,105.4568397,105.5947581,106.1025641,121.6600142
28/05/2020,123.2801922,117.2171365,97.86037894,114.7555828,98.12838006,129.1458837,103.4676066,134.2728694,127.4729394,109.5204059,121.2664402,150.3233406,144.0402056,108.2680257,108.3920684,126.474555,123.9275701,116.8125274,124.2121346,108.6945019,103.8943659,114.9403372,128.9436153,109.7091906,110.3285459,108.2724352,107.118333,121.2037209,128.7363873,98.93965575,104.7510184,118.4871665,125.3616526,114.2757929,101.5230201,103.9519537,97.18218936,114.4381321,107.7120263,124.5671581,119.6137258,88.91089323,100.6596799,111.6569726,119.977306,99.71806442,111.5747195,103.7442652,102.8589073,123.8701985,108.2709097,112.7372902,158.2268321,120.0461376,104.7069055,99.18225501,103.2948278,126.5221228,119.0565956,106.3057288,114.3022574,130.2155345,119.1360594,99.41809336,99.87915645,105.3208586,127.5857839,116.5238088,134.2856806,107.7001558,108.5607017,102.7734224,97.01713041,148.7641312,138.3491474,111.612236,121.7477667,103.2365303,96.44021256,123.4211779,97.79151867,112.2166725,126.841955,126.7717819,125.4323982,103.5819347,106.196332,120.3037407,106.308753,113.7138143,108.6564142,114.7563622,107.2909945,116.6463968,99.72180701,129.0624672,110.0790504,114.1431174,109.2518818,125.6743632,122.5703081,105.115901,105.4229289,107.7094017,122.1566348
29/05/2020,123.8869514,117.204018,98.34153244,114.8334496,95.88482701,129.6488693,103.6068933,135.1602815,127.3171815,109.2952767,121.878992,152.540448,146.3255744,106.6029002,108.5660385,127.1797881,123.770269,116.7946385,124.8703511,109.0575098,104.1193399,115.0020829,129.8235114,108.1463373,108.4720435,108.1402427,105.5856498,120.4492296,129.1983345,99.49215682,104.322055,119.0315187,126.1013753,114.3658877,101.750306,104.1224883,96.11956509,114.5599355,107.84006,124.6098517,118.3309476,88.64576531,100.7377139,110.6922114,120.5053789,99.73175928,109.7347655,103.7738641,102.8676162,123.686431,106.6022627,112.4999454,160.1407668,118.759115,103.7306599,98.61211115,103.4374677,127.1524014,119.0935581,104.825456,114.6643213,130.8991612,118.9162533,99.41680326,99.92860252,103.6442609,127.3791071,116.4762255,134.7095566,107.8029039,106.9692293,102.7777098,95.35934645,150.9570361,142.7736524,112.1518047,121.8645169,103.3767596,94.45289504,123.9994468,98.20431892,111.1093851,127.4830889,126.2123437,124.5775712,103.7322464,106.3831476,121.8326368,104.8278716,113.4181301,108.8395388,114.6231998,107.1848268,116.6453205,100.3944527,129.5484396,109.1042399,114.560088,108.446139,124.4773508,122.5791503,106.2711696,105.1686217,106.3310023,122.1662233
01/06/2020,124.3561485,118.0827927,100.6480357,115.9175951,97.30201171,130.2382545,103.4518569,135.308835,127.6385659,109.7115173,121.92798,153.2327542,148.1983071,107.7638696,108.6500297,127.7383122,124.5320999,117.703593,125.4296901,109.1532887,104.1757935,116.0735961,130.075638,109.3361406,108.4720435,108.3831652,106.5451895,121.2000083,129.8169967,101.786091,105.1126444,119.4784639,126.6511248,114.5015714,101.9737734,105.0567213,96.80150648,114.8801656,107.5546572,125.3870842,118.9715548,90.47942949,100.722637,111.2279607,120.3853623,99.73612576,109.7347655,103.8256623,103.0045841,124.5123,107.7646329,113.7955075,160.1407668,119.370788,104.9923445,99.67378367,103.302362,127.6356149,119.9486222,105.8569847,114.5934721,131.4637294,119.6527297,99.41300464,99.94486282,105.1658486,127.8656898,117.2561962,136.5298685,107.5216224,108.1788844,102.7780528,98.6497676,151.6421905,145.8573982,112.2635459,122.3753652,103.2517923,96.07376385,124.6208125,100.4300003,111.7187249,127.913275,126.8609335,124.5775712,103.5673743,107.2073385,120.6069718,105.8565043,113.2574142,108.6290321,115.2840797,108.5983671,117.576299,102.6407573,133.5491752,109.5192759,115.7559885,108.7668129,124.4773508,123.4029523,108.6520787,105.5649743,107.3815074,122.9718154
02/06/2020,125.3798718,119.3499865,102.368086,117.2793833,98.1495949,131.040603,103.7146805,136.2118843,128.165723,110.3737184,122.1875096,154.1653639,149.8685006,109.4544637,108.7301659,128.7874108,125.682557,118.9860278,126.4473733,109.2322171,104.0824045,117.4057684,131.084144,111.0657359,112.5358018,109.166167,109.3904262,122.0023513,130.5829932,103.5189964,106.0977637,120.4546945,127.7013716,114.2817835,102.5650072,106.4877289,98.15921078,115.4702558,107.5832484,126.475672,120.6953044,92.59057227,100.8570036,111.517836,120.2173391,99.76440863,113.8490912,103.8996596,104.2349197,125.6295625,109.4539443,115.2355309,161.6533926,121.0208662,107.0751468,101.2549043,103.5615273,128.6566662,121.2632526,108.2697127,114.6120395,132.2794728,120.7542159,99.41178621,100.0138952,107.326431,128.4563544,118.4712897,137.7031808,107.5786952,109.8983379,102.7783958,100.5461977,152.5651031,145.6786304,112.6664307,123.5655835,103.5080734,98.20035163,125.7303942,102.2188013,111.9740529,128.9413,127.5562679,125.71378,103.8259732,108.3286366,121.3408419,108.273354,112.7139324,108.56864,116.4381535,109.9376386,118.8653185,104.5507391,134.2505516,110.8208278,116.955078,110.021879,125.9961719,124.4491203,110.0380776,106.2041789,109.8570319,124.1391156
03/06/2020,127.0999611,121.2968491,104.5103665,119.2915883,100.7101919,132.6013997,103.9113471,133.3346364,129.5014891,111.5175201,122.2209155,154.9298886,151.4344015,112.2582928,108.7688806,130.4882066,127.6817204,120.9551476,128.1621691,109.1029875,103.880591,119.3906867,132.6771252,113.9003504,116.8911627,110.2039534,113.219554,123.5888868,132.1264092,105.7240636,109.2719677,122.0832996,129.3473366,113.9302716,103.1287043,107.5554237,100.1273561,116.1693281,107.1376565,128.3874006,124.1313361,95.62060558,101.0420831,112.1403845,119.503786,99.80648561,118.2631623,103.9662572,106.7676376,127.5958918,112.2591311,118.449303,163.0178428,124.291408,110.176413,103.6934448,103.7567792,130.1903441,123.2826332,111.6440352,114.3892309,133.7488862,122.7249356,99.41049611,100.1257216,110.9568775,129.7622101,120.3391929,140.2705742,107.1307457,112.7058433,102.7787232,103.0904051,153.313607,146.5552805,112.8174475,125.4811324,103.7079152,101.1941684,127.4645577,104.6655028,112.6705793,130.915059,129.0264325,128.0194627,103.9998256,109.2934049,121.0987667,111.6471528,111.9559442,108.1264785,118.2679029,112.4148041,120.8851291,106.4939379,133.8433855,111.7566458,118.8079264,111.2907599,128.9376196,127.1332313,112.1279956,107.2924304,113.2509713,126.1869725
04/06/2020,126.6911021,121.0881167,104.6439364,119.1890578,100.0653282,131.9447629,104.2867156,132.9202502,127.668202,111.4819734,122.0276832,153.7500368,152.1704958,111.4338925,108.8486066,129.9451257,127.5023149,120.6235074,127.612066,109.2712845,103.446239,119.225359,132.074823,113.0751187,116.3629571,110.2820626,112.9452385,122.0221521,131.4405613,105.8391867,109.7242082,121.6446781,128.7539636,113.5114426,103.5816089,107.0660636,100.7012434,115.7553797,107.3644669,128.2226731,123.5465018,95.98783244,101.2947342,112.2089646,119.0215375,99.84588316,117.7252305,104.0254551,108.2180718,127.4196508,111.4325567,119.0525,161.6533926,123.7058159,110.580953,104.0233348,104.1177207,129.7743603,123.0485378,111.4750277,114.1625134,133.0506652,122.3085256,99.40920601,100.2349613,110.7270933,127.7824243,119.8728437,139.4687421,107.3459384,111.8911863,102.7790662,104.2510441,152.1282915,144.4444444,113.1359359,125.3099692,104.0699726,100.2182889,126.9798796,104.8891029,112.8235725,130.0691184,127.347181,126.7754215,104.3638345,108.9106233,120.1279176,111.4758111,110.8427412,107.7868538,117.8388242,112.7644757,120.7462895,106.6641754,134.1375959,112.0934666,117.2568435,110.6972455,127.5690918,127.3452813,112.5461814,107.2305718,113.0551671,125.7879801
05/06/2020,130.0130808,123.7241821,106.1948405,121.7146199,102.3196571,134.7702626,104.8567,131.6223612,131.3690564,112.0367698,122.7590115,156.8591133,154.9168682,114.1590424,108.9255439,133.193831,129.6957915,123.1900168,130.8225475,109.0842786,103.7537688,121.7106546,135.1054347,115.8786457,120.2637915,111.3900166,117.1910806,125.0145412,134.2951448,107.3270349,113.4892759,124.7902311,131.9919508,113.3457047,104.472574,107.3255728,103.5193311,117.0014989,107.0625752,130.3870716,125.8535218,97.19984576,101.6576289,112.0562494,118.2817989,99.90145652,121.6756196,104.1068522,111.9589571,129.6070301,114.1602521,123.3706033,165.9998765,125.9140951,112.9806337,106.5434294,104.6471611,133.0812219,125.6839589,114.6395478,114.1019251,135.8443174,124.5003938,99.40798758,100.4121246,114.8322077,131.3561496,122.3711272,141.461548,107.060234,114.6578738,102.7794091,105.2215935,155.2046142,144.784791,113.5867442,127.7226311,104.5920545,104.0822979,130.281287,106.3192838,112.7151818,133.4464325,130.279816,127.8087824,104.94311,109.2734034,122.1154826,114.6398037,110.6057674,107.6348344,120.4280923,115.5645273,123.420117,108.0509882,135.4562887,112.746028,119.041127,112.9511149,129.0211739,131.166275,113.8589775,107.7575147,116.3216783,128.3601534
08/06/2020,131.5802982,124.8896982,106.7908229,122.8273048,102.1347849,136.1647985,105.2491308,132.1618452,133.0995946,112.8396289,123.2534483,158.0905093,158.3524788,113.8926285,109.0574364,134.7726267,130.4350039,124.1939812,132.4035195,109.4289951,104.066435,122.790598,136.4798214,115.5126611,119.9970944,111.5295475,116.5679443,126.3321164,135.7193215,107.8449765,115.5910716,126.2739636,133.4807775,113.5203099,104.9952886,107.1031364,105.5450221,118.0324015,107.3961131,131.0972364,124.7203403,97.94088652,101.846135,114.5393966,118.4934646,99.9477015,121.4095896,104.2030487,114.3159128,130.3256685,113.8916154,126.4117213,166.7345805,124.8310371,112.5924602,107.9327877,105.0222133,134.6359091,126.8433471,114.1674923,114.3193589,137.1639475,124.9727154,99.40418895,100.5040691,114.3537649,133.0623488,123.0609765,141.7788662,107.3909332,114.3989353,102.7804225,105.7914489,156.4231054,147.2428493,113.9604826,128.6090875,104.9574363,104.6156733,131.8707225,106.8378641,115.2450112,134.5140678,131.4884916,127.3906772,105.3973582,109.180441,122.9028641,114.1712367,111.0874228,107.8019843,121.4490037,117.4475432,124.59541,108.6779605,135.9370075,114.0580624,120.7233603,113.6071408,128.5451869,133.1744459,114.0866745,108.5181452,115.7466977,128.9605834
09/06/2020,130.5606275,124.1990726,106.9918924,122.2438323,99.97508099,134.778202,105.0209648,133.971853,131.4457438,112.790131,123.2288992,159.1388102,156.364873,112.5318875,109.0611274,133.7868446,129.7358878,123.4700773,131.4004636,109.8488814,103.9309277,122.2234529,135.3011087,114.1066584,118.1104977,110.9543845,115.0034914,125.0413547,134.3219581,108.077018,113.2831075,125.275686,132.5947051,114.0838254,104.6247792,107.4590346,104.1744898,117.6718756,107.2488488,130.3581399,123.5866375,97.9417099,101.7019914,115.2978161,118.9560739,99.93559444,119.5003106,104.2252479,111.7847784,129.6204257,112.5329338,123.1520537,167.4507625,123.7812278,111.7738777,107.0511219,104.805061,133.9972268,126.1687828,112.6639082,114.5514512,135.7851722,124.0600423,99.40289885,100.4421322,112.5770131,131.4178552,122.400138,141.0941888,107.2624556,112.9809389,102.7807655,107.6933385,157.4602367,145.8883388,114.1589023,127.8631539,104.7399903,102.4327848,130.8048809,107.1233843,115.9959874,133.1955673,130.3226127,127.814581,105.164131,109.4854839,121.5778208,112.6647124,111.1899202,108.0454902,120.5957783,115.6641204,123.9137688,108.848198,136.701429,113.881531,119.3959108,112.7917278,128.9508978,131.7351258,114.4354997,108.4585777,114.1942502,128.3374897
10/06/2020,129.8671884,123.7685449,107.3061232,121.854146,99.87119564,134.7501805,104.8888967,134.640344,130.7765164,112.7821043,123.629035,161.1678663,155.2811366,112.1521302,109.1193635,133.2746497,129.7266348,123.0822362,130.8616089,110.1242955,104.2177251,121.8936495,135.2845549,113.6756726,117.2875763,110.593293,114.0684644,124.6354392,134.2700359,108.3972532,110.29034,124.6190443,132.12845,114.829798,104.2814301,107.3329873,103.0144321,117.6147898,107.1080469,130.583514,123.1289864,97.98123207,101.5960881,115.6120123,119.704541,99.93291501,118.6685052,104.2400474,109.2298922,129.6770795,112.1506432,120.1260157,170.2290548,123.3991286,111.3721661,105.9100995,104.6794689,133.5686373,125.7782131,111.8188706,114.9042314,135.9003902,124.2112185,99.40160875,100.4022206,111.6558682,130.8784881,122.2016544,141.2919976,107.0915772,112.5604296,102.7811085,107.7518213,159.4679903,145.7473872,114.415815,127.8235328,104.6120009,101.7058138,130.1439562,107.4957645,116.2563707,132.4991633,130.2441226,127.378368,105.002572,109.4645107,121.4096422,111.8179116,111.5748181,108.2526093,120.1223121,113.7002613,123.4445126,109.064109,137.0967742,113.6391099,118.3514911,111.8202085,128.474389,130.2645303,115.4025039,108.4471224,113.3100233,128.083038
