Start Date,01/01/2018,,,,,,,,,,,,,
End Date,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,SPTR500N Index,XNDX Index,RU20INTR Index,SX5T Index,TUKXG Index,NDUEEGF Index,NKYTR Index,IBOXIG Index,IBOXHY Index,QW5A Index,IBOXXMJA Index,JPEICORE Index,BCOMGCTR Index,BCOMTR Index
,S&P 500,Nasdaq 100,US Small Caps,Euro Stoxx 50,UK FTSE,MSCI EM,Japan ,US IG,US HY,EU IG,EU HY,EM Bond,Gold,Commodity
Dates,,,,,,,,,,,,,,
27/04/2021,7643.79,16360,11825.4166,8735.71,6720.76,661.123,48227.04,339.384,323.2219,242.7226,210.9246,622.187,420.0013,192.3259
28/04/2021,7637.37,16291.26,11840.2869,8746.78,6738.86,662.625,48330.42,339.654,323.3064,242.5539,210.958,620.909,418.8446,192.5651
29/04/2021,7689.31,16372.07,11796.1067,8710.86,6739.81,662.466,48330.42,339.1737,323.4546,242.2234,211.0486,621.914,417.5226,192.518
30/04/2021,7634.42,16244.98,11647.2445,8670.31,6747.87,654.29,47928.96,339.2917,323.4912,242.3518,211.1135,623.178,417.3811,192.933
03/05/2021,7655.4,16173.62,11703.9244,8727.89,6747.87,650.099,47928.96,339.9017,323.869,242.4067,211.1604,622.81,423.0722,194.2232
04/05/2021,7604.28,15874.7,11554.1777,8565,6702.72,648.216,47928.96,340.463,323.5125,242.7433,211.2288,623.403,419.3418,195.6928
05/05/2021,7609.65,15826.3,11518.9889,8743.33,6815.15,647.312,47928.96,341.1627,323.9044,242.6914,211.2233,623.989,421.3017,196.9134
06/05/2021,7672.63,15957.48,11520.3456,8744.7,6857.48,651.132,48791.87,341.5259,323.9644,242.7291,211.1754,626.01,428.7159,198.2924
07/05/2021,7730.11,16085.1,11676.3765,8830.29,6909.36,654.91,48835.87,341.5355,324.2879,242.6451,211.1668,627.988,432.3995,200.1375
10/05/2021,7649.55,15662.39,11373.773,8814.38,6903.52,653.893,49102.89,340.1065,324.3575,242.5693,211.2271,628.638,433.8872,198.9002
11/05/2021,7583.27,15653.67,11345.0031,8645.06,6733.26,645.692,47589.55,338.9159,323.418,242.0106,211.0532,626.694,433.5145,200.4157
12/05/2021,7421.34,15244.41,10975.748,8648.04,6788.15,638.982,46822.56,337.0855,322.7314,241.6274,210.9109,624.169,430.3765,200.4417
13/05/2021,7512.57,15371.03,11161.3425,8666.07,6751.48,628.104,45658.96,338.2093,322.9431,241.4307,210.7077,623.504,430.6787,195.7951
14/05/2021,7625.07,15705.44,11438.7268,8808.57,6829.32,635.277,46717.69,339.6086,323.2982,241.4849,210.7487,626.167,433.9571,196.3963
17/05/2021,7605.78,15611.49,11451.7771,8788.17,6818.88,637.234,46285.79,339.9185,323.2336,241.4333,210.887,626.992,440.9387,199.1039
18/05/2021,7541.65,15499.81,11368.546,8784.88,6820.24,647.822,47253.95,339.2268,323.1906,241.3746,210.9438,627.47,441.0568,198.8929
19/05/2021,7520.2,15527.16,11280.1748,8634.43,6738.75,645.081,46651.12,338.1489,322.3955,241.2685,210.8754,625.557,444.1938,195.2414
20/05/2021,7600.06,15828.29,11353.4991,8774.26,6815.31,645.981,46740.61,340.0017,322.6982,241.1112,210.8368,626.688,444.3119,194.0613
21/05/2021,7594.3,15731.69,11392.3242,8831.01,6813.63,646.361,47105.87,340.574,322.9397,241.3225,210.9078,627.434,443.1328,194.0743
24/05/2021,7670.1,16001.57,11454.4526,8860.27,6846.18,644.855,47183.69,341.4564,323.2955,241.4517,211.0128,627.856,444.973,195.543
25/05/2021,7653.89,16020.31,11343.5515,8861.3,6825.02,654.056,47498.7,343.0097,323.5182,241.7548,211.1367,629.202,448.2278,195.1312
26/05/2021,7668.32,16073.38,11567.6301,8851.7,6822.24,657.218,47645.43,342.5332,323.6365,242.1152,211.2982,630.251,449.0063,195.59
27/05/2021,7677.72,16021.92,11691.105,8868.24,6817.79,658.573,47490.43,341.9098,323.8435,241.8444,211.3962,629.878,447.7565,198.1493
28/05/2021,7684.3,16055.7,11671.2571,8937.8,6820.64,661.791,48489.18,342.5327,324.0712,241.9708,211.5019,630.43,449.3605,198.197
31/05/2021,7684.3,16055.7,11671.2571,8869.85,6820.64,669.463,48007.89,342.6255,324.2103,241.9413,211.5955,630.43,449.3605,198.197
01/06/2021,7680.69,16018.31,11804.058,8940.76,6876.83,676.694,47931.8,341.8586,324.4331,242.0099,211.7733,630.872,449.2905,201.0025
02/06/2021,7692.36,16044.26,11820.1097,8978.9,6903.57,675.574,48151.05,342.4625,324.7867,242.2646,212.0141,632.061,450.4464,201.6582
03/06/2021,7665.33,15874.7,11725.3617,8958.57,6866.12,673.24,48337.31,341.3258,324.6592,242.2007,212.1364,631.24,441.8146,199.132
04/06/2021,7733.1,16157.58,11762.4351,8980.83,6870.68,672.344,48143.37,343.5142,324.9868,242.475,212.1832,632.402,446.2252,202.1676
07/06/2021,7727.06,16195.39,11931.1013,8998.99,6878.62,671.89,48272.65,343.3253,325.1111,242.4478,212.324,632.402,447.8297,201.0467
08/06/2021,7728.52,16204.74,12057.6539,8995.39,6895.99,670.425,48180.03,344.4312,325.4434,242.6618,212.4337,634.702,446.7923,202.3583
09/06/2021,7714.64,16209.65,11972.8847,8997.23,6882.31,668.294,48009.09,345.8037,325.9268,243.0135,212.6157,637.329,447.052,202.4219
10/06/2021,7750.8,16380.76,11892.6627,8995.54,6890.67,671.276,48171.71,347.1841,326.0746,243.0095,212.7084,637.691,447.2646,202.9024
11/06/2021,7766.03,16425.29,12018.3331,9062.79,6935.28,672.89,48155.36,347.1711,326.296,243.2932,212.9075,639.329,443.3026,202.8213
14/06/2021,7781.47,16579.39,11970.4427,9075.9,6947.55,673.495,48509.8,346.1673,326.3928,243.2455,213.0461,637.64,440.0724,201.3778
15/06/2021,7766.01,16464.87,11939.7728,9099.74,6972.63,671.118,48974.74,346.1962,326.3586,243.0811,213.0913,635.54,437.8322,199.7299
16/06/2021,7724.23,16409.25,11912.1922,9117.82,6984.75,667.137,48724.74,345.1582,326.1341,243.1398,213.0548,635.349,439.0117,199.4573
17/06/2021,7721,16621.41,11772.6917,9131.83,6955.46,663.862,48272.94,347.6172,325.9778,242.9258,212.817,635.08,418.5874,192.3843
18/06/2021,7619.94,16487.37,11517.0075,8967.63,6823.26,663.126,48185.32,350.0078,325.7565,243.0145,212.804,636.891,417.2197,194.1591
21/06/2021,7726.88,16592.06,11766.0198,9031.24,6866.84,657.957,46601.47,347.6595,326.1294,242.658,212.7074,636.201,420.4989,195.4972
22/06/2021,7766.47,16748.37,11816.9879,9054.94,6893.79,656.2,48056,347.8822,326.1769,242.5472,212.6396,634.991,419.2023,195.4234
23/06/2021,7758.07,16752.87,11855.9898,8952.3,6878.28,662.949,48041.53,347.4119,326.4029,242.6973,212.6888,635.535,420.6179,196.975
24/06/2021,7803.63,16860.51,12011.5694,9058.28,6918.86,666.518,48050.68,347.7771,326.6818,242.7621,212.7031,635.64,419.0382,197.1988
25/06/2021,7829.72,16836.21,12015.7451,9054.4,6944.25,672.498,48371.86,346.7156,326.9485,242.5109,212.7279,635.312,419.2982,197.3719
28/06/2021,7847.84,17047.22,11953.8883,8986.83,6882.86,673.347,48348.38,348.6056,327.2654,242.7581,212.7642,635.554,419.9837,198.7168
29/06/2021,7850.5,17103.84,11888.1116,9025.51,6897.04,671.683,48003.06,348.9472,327.4791,242.6865,212.7595,635.338,415.9512,198.9993
30/06/2021,7861.08,17083.11,11897.3818,8930.55,6848.31,670.617,47970.26,349.4897,327.8421,242.9864,212.7273,635.884,417.8386,201.8662
01/07/2021,7902.5,17089.28,11994.6567,8962.62,6934.69,667.552,47829.49,348.9491,328.1711,242.9895,212.6732,635.583,419.0657,202.1823
02/07/2021,7962.48,17287.91,11873.4346,8974.52,6932.84,661.393,47956.52,349.9642,328.3941,243.2973,212.7185,635.542,420.5993,202.7936
05/07/2021,7962.48,17287.91,11873.4346,8981.25,6973.38,661.124,47648.14,350.0586,328.5362,243.1416,212.7832,635.542,420.5993,202.7936
06/07/2021,7946.64,17358.28,11712.6097,8904.99,6911.06,657.439,47723.15,351.8452,328.6957,243.6848,212.8275,635.496,423.1724,198.1437
07/07/2021,7973.34,17386.67,11601.1854,8962.43,6959.86,655.034,47262.87,352.7096,329.0356,244.0027,212.876,637.601,425.0363,197.4553
08/07/2021,7906.17,17282.95,11492.4291,8775.07,6847.71,643.176,46848.14,352.8607,328.551,244.1928,212.8069,637.989,424.5888,197.6729
09/07/2021,7995.42,17405.19,11741.6532,8943.1,6936.56,644.199,46552.22,351.0208,328.7313,243.9485,212.7993,637.459,427.0412,199.6381
12/07/2021,8023.01,17466,11751.152,8998.68,6940.01,648.449,47599.55,350.8938,328.8937,244.0415,212.859,637.223,425.9354,200.641
13/07/2021,7994.81,17462.07,11529.9847,9001.29,6939.32,654.711,47848.17,349.5936,328.7374,244.0988,212.8916,636.455,426.8923,201.7395
14/07/2021,8004.8,17492.47,11342.5085,9012.14,6906.67,654.2,47665.31,351.6647,328.5974,244.235,212.924,637.118,430.448,201.5873
15/07/2021,7978.8,17368.33,11280.7115,8917.38,6829.56,659.329,47116.49,352.6229,328.2265,244.3927,212.9528,638.911,431.3899,200.9895
16/07/2021,7918.65,17235.3,11141.4279,8872.03,6825.73,655.254,46656.62,352.1381,328.0941,244.5652,212.9651,639.449,428.0959,201.6343
19/07/2021,7793.09,17080.01,10973.7953,8639.37,6666.29,644.136,46072.91,354.0345,326.2969,244.8822,212.8719,640.014,426.7092,196.6379
20/07/2021,7911.41,17290.28,11301.4608,8700.52,6702.08,641.163,45632.09,353.5049,327.1789,245.1387,212.7647,639.97,427.1804,199.2469
21/07/2021,7976.62,17424.61,11506.2592,8855.22,6816.17,641.742,45898.4,352.2433,327.9904,245.0305,212.8007,638.729,425.3454,202.2113
22/07/2021,7993.12,17539.11,11328.4725,8926.39,6788.22,648.864,45898.4,353.6571,328.2328,245.223,212.915,638.962,425.7696,203.932
23/07/2021,8074.47,17741.76,11381.1683,9038.46,6845.96,641.534,45898.4,353.3264,328.4457,245.2455,213.0019,638.819,424.9936,204.3231
26/07/2021,8093.77,17758.58,11418.6236,9024.13,6843.87,626.397,46373.73,352.9113,328.556,245.2896,213.0791,638.698,424.407,206.3586
27/07/2021,8055.65,17560.19,11289.4426,8941.07,6815.28,612.95,46601.87,354.1975,328.1616,245.5544,213.0997,637.978,424.5488,204.6344
28/07/2021,8054.19,17631.96,11460.0573,9025.1,6835.3,620.724,45954.48,354.7389,328.1898,245.697,213.1297,637.096,424.6906,205.3746
29/07/2021,8088.73,17667.92,11538.3409,9055.33,6897.96,634.052,46291.55,354.0416,328.4406,245.7283,213.2488,638.262,432.0337,208.2043
30/07/2021,8045.45,17564.35,11467.7824,8994.89,6853.01,625.485,45460.39,354.6017,328.4566,245.8226,213.3299,638.718,427.6571,205.5776
02/08/2021,8030.63,17568.73,11412.5591,9055,6901.17,633.052,46289.22,355.752,328.5604,246.0026,213.4147,640.192,428.8355,204.4508
03/08/2021,8096.53,17683.55,11454.509,9057.91,6924.56,633.581,46057.42,355.5816,328.0669,246.1214,213.5532,641.045,426.9299,203.5977
04/08/2021,8059.08,17709.35,11314.4893,9117.2,6942.23,638.39,45961.43,355.715,327.7739,246.1775,213.7167,641.602,427.0246,202.5423
05/08/2021,8107.88,17826.52,11519.5651,9152.8,6946.8,636.553,46201.43,354.4137,327.8898,246.352,213.8572,641.628,425.7073,203.5006
06/08/2021,8122.12,17744.63,11580.6474,9182.4,6949.26,632.858,46354.89,351.5465,327.8704,245.8657,213.9024,639.821,414.9293,202.1843
09/08/2021,8114.93,17772.99,11514.4553,9188.12,6958.37,633.719,46354.89,350.5417,327.5907,245.8441,213.9513,638.617,406.3176,198.851
10/08/2021,8122.98,17679.59,11538.3625,9211.61,6986.41,636.777,46468.38,349.7012,327.3086,245.8572,213.9447,637.652,407.5419,201.537
11/08/2021,8143.26,17649.92,11595.2815,9252.32,7044.07,635.533,46773.82,349.7513,327.044,245.7809,213.9438,636.787,412.6259,202.7755
12/08/2021,8168.8,17723.21,11564.1128,9296.31,7043.69,632.372,46681.69,350.0298,327.1985,245.7682,213.9631,637.475,412.2734,202.8138
13/08/2021,8182.16,17779.44,11457.3247,9304.88,7068.64,627.472,46618.59,352.5378,327.4551,245.761,213.9692,638.417,418.487,203.2211
16/08/2021,8203.76,17785.61,11356.5459,9244.9,7005.25,623.357,45862.15,353.0526,327.4863,245.8418,213.9965,639.23,421.2188,202.9123
17/08/2021,8146.19,17623.72,11221.5912,9231.6,7031.81,615.608,45697.65,352.3041,327.2996,245.8406,213.9879,639.335,420.7489,200.7086
18/08/2021,8059.71,17456.94,11127.2483,9216.25,7020.27,618.502,45966.66,352.4201,327.5044,245.9328,214.0032,639.286,419.9495,199.6405
19/08/2021,8070.22,17547.07,10992.2484,9073.91,6928.44,604.2,45458.87,352.7954,327.0374,245.9147,213.8984,639.561,419.6444,196.2726
20/08/2021,8136.19,17733.46,11173.9358,9124.03,6956.95,598.513,45012.43,352.9901,327.3303,245.9604,213.8768,639.929,419.857,194.6618
23/08/2021,8206.07,17992.25,11383.9711,9187.65,6977.67,606.783,45813.91,353.5705,328.0608,245.8125,213.9252,640.751,425.1077,198.8823
24/08/2021,8218.37,18045.03,11500.5722,9191.32,6994.13,622.725,46210.26,352.6925,328.5909,245.7645,213.9689,641.673,425.6261,201.5394
25/08/2021,8236.69,18058.51,11543.8215,9198.01,7018.02,625.371,46198.1,351.5748,328.8675,245.2549,213.962,641.905,421.5082,202.3549
26/08/2021,8188.92,17952.6,11413.9194,9173.24,6998.94,620.915,46227.24,351.8833,328.9663,245.1369,213.9553,641.548,422.4973,202.7586
27/08/2021,8261.24,18134.06,11739.7633,9219.68,7021.56,624.132,46058.69,353.3612,329.6658,245.1196,213.9692,642.767,428.2169,205.7474
30/08/2021,8297.19,18336.59,11682.8349,9236.89,7021.56,630.382,46326.37,354.2999,330.324,245.2494,214.0157,644.093,426.5008,205.3819
31/08/2021,8286.66,18311.18,11724.2975,9231.64,6993.75,641.858,46826.9,353.399,330.5544,244.8417,214.1061,645.51,427.8899,204.9696
01/09/2021,8289.63,18346.27,11792.9744,9299.52,7023.35,643.731,47429.51,353.421,330.6833,244.7024,214.1803,645.938,427.3962,205.141
02/09/2021,8314.1,18339.51,11881.1292,9311.53,7050.9,643.49,47583.7,354.1271,331.0392,244.8403,214.2735,646.798,426.3377,206.5252
03/09/2021,8311.47,18396.77,11819.5878,9245.25,7025.75,645.477,48558.26,352.9072,331.0584,244.6696,214.3167,646.492,431.563,207.3849
06/09/2021,8311.47,18396.77,11819.5878,9342.4,7073.81,649.691,49444.77,353.0014,331.2014,244.6796,214.3904,646.492,431.563,207.3849
07/09/2021,8283.42,18423.69,11735.018,9295.94,7036.6,650.35,49871.95,351.3967,330.8439,244.2278,214.397,645.749,423.2808,204.5582
08/09/2021,8272.69,18359.15,11601.8751,9190.64,6983.61,644.547,50313.84,352.3017,330.8434,244.229,214.4118,645.511,422.1045,206.4726
09/09/2021,8235.09,18289.35,11600.0782,9190.9,6914.7,638.002,50025.41,354.5446,331.114,244.5586,214.4281,646.097,423.6349,206.2111
10/09/2021,8171.76,18147.96,11488.8525,9176.02,6919.61,642.453,50648.31,353.7056,331.3597,244.3933,214.473,646.291,421.7761,207.3624
13/09/2021,8190.41,18140.71,11557.2425,9218.22,6958.23,638.866,50757.55,354.5699,331.5668,244.3844,214.5704,646.446,422.319,208.577
14/09/2021,8144.75,18081.72,11400.7939,9222.93,6924.39,636.295,51128.85,355.8484,331.4788,244.4526,214.6511,646.888,425.3085,208.9716
15/09/2021,8213.93,18223.52,11527.2772,9122.3,6907.1,632.715,50864.8,355.3012,331.7839,244.3316,214.8188,647.316,422.4141,212.6556
16/09/2021,8201.37,18238.06,11519.8968,9174.95,6918.12,627.069,50550.78,354.4819,331.602,244.2371,214.9155,646.449,413.4476,210.5346
17/09/2021,8126.66,18023.62,11540.6203,9089.08,6855.27,628.33,50845.37,353.6936,331.4965,244.0217,214.8829,645.125,412.2006,208.3064
20/09/2021,7988.73,17645.97,11258.6706,8899.49,6796.47,617.99,50845.37,354.8783,330.2762,244.2899,214.714,642.557,415.1204,205.1153
21/09/2021,7982.5,17666.11,11279.3459,9021.9,6872.34,619.601,49744.54,355.1911,330.8653,244.3941,214.6812,642.695,418.5099,204.5057
22/09/2021,8058.49,17840.97,11446.7529,9137.9,6973.14,620.304,49410.61,356.177,331.3555,244.3445,214.7245,642.283,418.6516,207.4537
23/09/2021,8156.51,18005.63,11655.8531,9236.37,6968.8,625.592,49410.61,353.2998,331.3043,243.7528,214.6512,640.699,411.8266,209.7785
24/09/2021,8168.5,18021.11,11599.5334,9156.21,6942.35,621.95,50426.53,352.4672,330.9567,243.4923,214.4839,636.445,412.2742,211.3636
27/09/2021,8145.94,17874.6,11769.5156,9171.55,6954.07,623.07,50411.94,352.0881,330.7611,243.3794,214.4131,634.261,412.346,215.3098
28/09/2021,7980.36,17363.78,11505.2981,8940.51,6919.33,619.968,50318.42,349.1956,329.8292,243.1566,214.1104,630.468,408.9337,215.5045
29/09/2021,7993.43,17343.91,11485.6349,8987.63,6998.15,615.455,49555.34,349.4996,330.1991,243.3588,214.0087,631.396,405.4979,212.6889
30/09/2021,7898.61,17269.99,11378.6085,8916.83,6982.44,616.35,49401.65,348.8138,329.9855,243.1801,213.8809,630.696,413.524,215.1673
01/10/2021,7989.41,17390.21,11571.2203,8888.7,6923.96,613.168,48258.4,350.4667,330.0232,243.4081,213.6611,630.096,413.8539,215.5283
04/10/2021,7885.99,17016.23,11446.5468,8807.68,6908.13,608.163,47711.29,349.8959,329.6753,243.3631,213.7077,629.197,416.0204,217.934
05/10/2021,7969.62,17255.18,11502.9641,8959.79,6973.25,608.229,46666.7,348.7417,329.6563,243.096,213.4488,627.837,414.444,221.7785
06/10/2021,8002.34,17364.08,11434.0705,8843.47,6893.22,603.612,46174.82,348.7326,328.7203,242.9012,212.8664,626.279,414.6563,216.9507
07/10/2021,8070.04,17517.68,11615.8157,9032.32,6975.4,616.506,46425.31,347.2635,329.2477,242.9969,212.8488,628.09,414.0448,218.5504
08/10/2021,8054.68,17427.86,11528.61,8978.38,6992.66,618.41,47047.14,345.8224,328.8195,242.6608,212.8659,626.537,413.6216,219.1463
11/10/2021,7999.39,17302.01,11464.3433,8976.69,7043.21,622.668,47800.69,345.9165,328.9621,242.2351,212.5289,626.537,413.2229,219.3448
12/10/2021,7980.05,17241.31,11534.9187,8938.28,7026.83,616.758,47351.86,347.238,328.0641,241.7907,212.028,624.705,414.0706,219.3784
13/10/2021,8004.28,17373.59,11574.7862,9000.42,7038.26,620.037,47200.35,348.6968,328.1738,241.9974,212.067,626.978,422.403,220.5488
14/10/2021,8141.49,17700.29,11741.7104,9145.4,7104.72,623.21,47889.14,349.9405,329.1921,242.5315,212.5162,629.823,423.1567,222.971
15/10/2021,8202.23,17811.41,11697.8183,9220.02,7130.66,631.581,48757.49,348.8305,329.3039,242.5462,212.7682,630.026,416.1906,223.651
18/10/2021,8229.91,17992.46,11709.1405,9154.51,7100.89,631.287,48685.08,349.1046,329.1107,242.146,212.7224,628.666,415.5804,221.2786
19/10/2021,8290.85,18121.61,11750.8882,9188.54,7114.4,636.969,49003.87,347.428,329.398,241.8105,212.7032,628.816,416.7108,221.8958
20/10/2021,8321.28,18095.73,11822.508,9200.3,7119.89,640.22,49071.01,346.4841,329.4442,241.9846,212.7355,628.201,420.1006,224.5405
21/10/2021,8346.64,18214.36,11855.9858,9164.04,7089.09,636.233,48153.56,345.6772,329.2564,241.659,212.6515,626.905,419.3952,220.3663
22/10/2021,8337.78,18056.17,11830.8994,9237,7103.14,636.308,48315.04,346.8891,328.9136,241.6171,212.5994,627.539,422.7851,221.5713
25/10/2021,8377.39,18243.49,11941.3214,9236.28,7121.15,638.349,47972.13,347.165,328.8879,241.9111,212.4945,628.112,425.2583,226.0264
26/10/2021,8392.66,18296.75,11855.8585,9314.94,7175.18,637.812,48820.18,348.6417,329.0152,241.9826,212.6398,629.13,422.1051,225.6806
27/10/2021,8350.36,18342.5,11630.807,9308.12,7151.17,631.338,48808.66,351.0793,329.1397,242.4076,212.842,632.109,423.3767,224.3992
28/10/2021,8432.73,18554.33,11866.3133,9337.12,7148.41,627.985,48345.37,349.8628,329.1883,242.1253,212.9052,632.344,424.2717,222.7357
29/10/2021,8449.82,18640.97,11862.6474,9375.97,7136.68,622.429,48468.13,350.0317,328.9746,241.4118,212.7746,630.997,419.871,220.7274
01/11/2021,8465.1,18705.42,12177.6427,9441.94,7187.02,622.346,49734.63,349.3004,328.8874,241.4418,212.7473,629.426,422.6738,221.3366
02/11/2021,8496.26,18784.68,12196.9876,9478.56,7173.4,622.071,49524.47,350.2445,329.0594,242.3381,212.8245,629.31,421.1681,222.5651
03/11/2021,8551.15,18986.98,12416.2768,9508.11,7147.84,621.345,49524.47,349.5167,329.0406,242.379,212.8779,629.712,415.1668,220.2465
04/11/2021,8587.69,19226.09,12407.1648,9560.46,7181.83,624.339,49983.95,351.3148,329.7531,243.1212,213.1299,631.831,422.1342,219.0558
05/11/2021,8620.36,19244.61,12587.5182,9626,7205.55,622.201,49680.06,353.9435,331.0441,243.6646,213.4321,635.194,427.6189,219.4015
08/11/2021,8628.08,19217.14,12617.5185,9602.79,7202.04,624.588,49505.53,353.0938,331.3308,243.5584,213.6658,636.774,430.2562,219.497
09/11/2021,8598.32,19081.06,12538.9263,9585.38,7176.04,626.633,49135.08,354.45,331.2816,243.8675,213.7299,637.833,430.9061,218.8373
10/11/2021,8528.93,18806.91,12344.837,9594.62,7241.25,627.358,48835.37,350.4671,330.2939,243.4916,213.7276,635.278,435.0509,217.8672
11/11/2021,8533.63,18862.09,12445.8966,9614.86,7292.55,630.825,49122.83,350.4986,330.3418,243.1474,213.6886,635.278,438.7385,220.6737
12/11/2021,8595.83,19060.34,12461.4811,9642.08,7256.73,632.841,49680.65,349.5741,329.8814,243.2626,213.6435,632.094,439.7969,219.5337
15/11/2021,8595.99,19049.05,12406.1838,9677.07,7260.63,633.505,49965.5,347.1515,329.3805,242.9653,213.6525,631.086,439.4224,220.3023
16/11/2021,8629.54,19191.02,12427.6508,9711.67,7236.05,635.347,50018.05,346.3315,329.0441,242.6391,213.6413,629.602,436.4844,220.6909
17/11/2021,8608.28,19192.82,12282.9674,9710.16,7200.73,633.582,49817.04,347.5501,328.9346,242.2263,213.6353,628.249,440.2698,218.7047
18/11/2021,8637.96,19398.97,12214.4116,9672.42,7170.01,627.183,49666.57,348.2809,328.9427,242.5825,213.6989,628.848,438.2016,219.0061
19/11/2021,8626.01,19505.33,12109.16,9612.34,7138.01,624.9,49913.59,349.3437,328.7657,243.2298,213.6976,630.126,435.9218,218.4979
22/11/2021,8599,19279.05,12048.4713,9576.77,7169.51,621.171,49961.4,346.9858,328.404,242.9459,213.5905,627.231,425.2975,218.0332
23/11/2021,8613.32,19191.73,12030.7917,9455.64,7180.61,618.142,49961.4,344.2319,326.9781,242.2169,213.3902,622.009,419.9381,220.4872
24/11/2021,8633.35,19264.52,12049.9445,9438.94,7200.01,617.049,49170.3,345.7049,326.4178,241.7687,213.1844,621.725,420.0798,221.2268
25/11/2021,8633.35,19264.52,12049.9445,9476.45,7229.86,617.808,49500.23,345.7363,326.4656,241.7424,213.0545,621.725,420.0798,221.2268
26/11/2021,8437.28,18861.72,11608.5575,9026.91,6966.45,602.3,48245.65,349.0045,324.5007,241.5761,212.129,618.462,420.363,213.7845
29/11/2021,8549.04,19301.76,11589.1702,9070.89,7031.64,600.286,47460.84,348.4241,325.8656,241.484,211.9776,618.355,419.683,210.8309
30/11/2021,8387.72,18992.07,11368.3338,8970.07,6981.71,597.064,46685.33,349.844,325.5005,241.7945,211.7577,619.489,417.6383,204.591
01/12/2021,8289.11,18689.23,11102.5591,9226.36,7089.73,604.171,46876.39,350.2183,326.3572,241.9385,212.0063,622.22,419.4726,203.3212
02/12/2021,8407.69,18824.6,11407.9276,9070.72,7054.33,609.156,46570.57,349.9023,326.6655,242.6544,212.2415,624.87,414.3952,203.1402
03/12/2021,8336.93,18496.48,11165.2048,9009.18,7047.52,603.464,47034.04,352.8781,327.136,242.7768,212.4428,626.648,419.3797,204.5839
06/12/2021,8434.9,18654.49,11393.9713,9134.94,7156.32,598.232,46862.55,351.6353,328.2678,243.0692,212.6192,627.113,418.3471,204.376
07/12/2021,8609.64,19219.04,11654.2607,9442.06,7262.8,608.893,47748.93,351.2875,330.1442,243.1822,212.9941,630.014,419.5702,206.5046
08/12/2021,8636.33,19299.88,11747.2402,9346.88,7259.98,611.586,48428.56,348.8597,329.7813,242.7397,213.213,630.187,419.7589,207.7014
09/12/2021,8575.05,19012.28,11482.0367,9292.13,7244.56,614.915,48201.78,349.2346,329.3901,243.1333,213.3105,630.341,417.6907,206.2033
10/12/2021,8656.99,19227.03,11438.6526,9271.96,7215.38,610.392,47719.01,349.0671,329.3164,243.1151,213.3367,630.049,419.5956,206.9409
13/12/2021,8578.03,18933.38,11276.8389,9236.36,7155.68,606.514,48059.18,351.0873,329.389,243.3804,213.4505,630.332,420.4204,206.0934
14/12/2021,8514.81,18737.62,11171.6771,9151.29,7143.01,602.329,47710.4,349.8422,328.9002,243.248,213.45,630.078,416.6595,204.9924
15/12/2021,8654.14,19178.78,11355.8776,9184.78,7095.62,598.588,47755.84,348.7633,329.123,243.1536,213.4391,628.81,414.8264,203.9981
16/12/2021,8578.73,18677.62,11135.571,9277.94,7185.34,603.387,48773.72,349.4294,329.759,243.0477,213.465,629.391,422.7498,207.2389
17/12/2021,8490.8,18604.06,11246.9597,9188.47,7194.55,599.666,47900.08,350.2317,329.5222,243.3428,213.5035,628.592,424.3256,205.9289
20/12/2021,8394.16,18399.42,11070.9141,9068.75,7123.41,586.904,46880.07,348.696,329.0884,243.4115,213.4511,626.301,421.906,203.7065
21/12/2021,8543.83,18824.13,11397.3744,9218.6,7221.76,593.646,47852.95,348.6696,330.2409,242.8005,213.4424,626.19,420.5198,207.475
22/12/2021,8631.44,19052.4,11495.6693,9311.49,7265.55,596.739,47927.82,349.8642,330.9981,242.5976,213.4874,626.787,423.6945,210.8496
23/12/2021,8685.27,19203.21,11597.9623,9419.24,7301.84,601.538,48324.1,348.7706,331.4797,242.189,213.5406,627.561,425.9288,211.2218
24/12/2021,8685.27,19203.21,11597.9623,9395.29,7300.61,602.024,48297.62,348.802,331.5274,242.189,213.5606,627.561,425.9288,211.2218
27/12/2021,8805.68,19508.53,11701.1068,9468.09,7300.61,602.631,48119.53,349.7181,332.335,242.1248,213.6007,627.586,425.2506,214.3779
28/12/2021,8796.79,19415.69,11624.1488,9520.97,7300.61,605.284,48778.49,349.7987,332.5804,241.9825,213.599,628.088,425.7453,213.6978
29/12/2021,8809.13,19418.46,11638.7674,9461.12,7348.73,601.294,48569.39,348.1485,332.4406,241.6542,213.5933,628.219,424.5473,213.974
30/12/2021,8783.36,19346.18,11639.858,9508.02,7331.85,603.693,48375.88,349.4288,332.3926,241.5226,213.6208,628.784,426.4996,212.3561
31/12/2021,8760.59,19217.94,11622.2838,9491.1,7313.56,608.266,48375.88,349.8321,332.4124,241.5313,213.6309,629.333,429.9096,211.8033
03/01/2022,8816.47,19431.89,11763.5379,9568.74,7313.56,609.014,48375.88,345.5513,331.7877,241.0683,213.6741,628.228,423.2122,212.4339
04/01/2022,8811.32,19173.87,11744.6604,9647.81,7433.01,609.729,49232.92,345.2817,331.2987,241.1647,213.957,625.995,426.6223,214.8169
05/01/2022,8640.91,18575.95,11357.2956,9702,7444.62,603.702,49283.95,344.3528,330.5444,241.1987,214.1649,624.771,429.092,216.0515
