01/01/2019,100
02/01/2019,99.60639521
03/01/2019,98.15455202
04/01/2019,100.9505902
07/01/2019,101.6826925
08/01/2019,102.3734097
09/01/2019,103.2851474
10/01/2019,103.8373251
11/01/2019,103.9650605
14/01/2019,103.3713759
15/01/2019,104.1973615
16/01/2019,104.5131502
17/01/2019,104.9850276
18/01/2019,106.4664848
21/01/2019,106.4265422
22/01/2019,105.4112285
23/01/2019,105.5006097
24/01/2019,105.9823668
25/01/2019,106.9089618
28/01/2019,106.1656321
29/01/2019,106.4700475
30/01/2019,107.3040049
31/01/2019,108.0621855
01/02/2019,108.2871043
04/02/2019,108.5638266
05/02/2019,109.2504957
06/02/2019,109.1660405
07/02/2019,108.1674511
08/02/2019,107.950434
11/02/2019,108.328119
12/02/2019,109.3276194
13/02/2019,109.7105455
14/02/2019,109.468264
15/02/2019,110.2367955
18/02/2019,110.4531567
19/02/2019,110.5056346
20/02/2019,111.1727745
21/02/2019,110.9798107
22/02/2019,111.6306597
25/02/2019,111.9341805
26/02/2019,111.8515223
27/02/2019,111.6871042
28/02/2019,111.3009523
01/03/2019,111.7689012
04/03/2019,111.6200366
05/03/2019,111.5192332
06/03/2019,111.0617839
07/03/2019,110.2291438
08/03/2019,109.4872838
11/03/2019,110.7496336
12/03/2019,111.1664486
13/03/2019,111.7022416
14/03/2019,111.8058557
15/03/2019,112.4942419
18/03/2019,113.1316147
19/03/2019,113.2484623
20/03/2019,112.5451988
21/03/2019,113.1859677
22/03/2019,111.4450107
25/03/2019,111.013142
26/03/2019,111.7577552
27/03/2019,111.4103587
28/03/2019,111.7570435
29/03/2019,112.69319
01/04/2019,114.0520645
02/04/2019,114.1149433
03/04/2019,114.849684
04/04/2019,114.9506714
05/04/2019,115.4542567
08/04/2019,115.558212
09/04/2019,115.1151469
10/04/2019,115.5541659
11/04/2019,115.409205
12/04/2019,116.0383021
15/04/2019,115.9180932
16/04/2019,116.1582334
17/04/2019,116.0094978
18/04/2019,116.1563077
19/04/2019,116.156652
22/04/2019,115.8977478
23/04/2019,116.5169512
24/04/2019,116.3448026
25/04/2019,115.8626751
26/04/2019,116.2092072
29/04/2019,116.3152769
30/04/2019,116.4585976
01/05/2019,115.8638344
02/05/2019,115.711711
03/05/2019,116.4839974
06/05/2019,115.447566
07/05/2019,113.9404694
08/05/2019,113.7543986
09/05/2019,112.5629841
10/05/2019,113.0100125
13/05/2019,110.8806563
14/05/2019,111.6357027
15/05/2019,111.9965731
16/05/2019,112.6617246
17/05/2019,111.7827769
20/05/2019,111.1169407
21/05/2019,111.9160405
22/05/2019,111.6612605
23/05/2019,110.3270496
24/05/2019,110.610615
27/05/2019,110.7547507
28/05/2019,110.0945713
29/05/2019,109.2795406
30/05/2019,109.8015749
31/05/2019,109.0604809
03/06/2019,109.6958484
04/06/2019,110.9799684
05/06/2019,111.5921148
06/06/2019,111.7994979
07/06/2019,112.6580756
10/06/2019,113.31033
11/06/2019,113.6885551
12/06/2019,113.3841157
13/06/2019,113.6783387
14/06/2019,113.264221
17/06/2019,113.0448313
18/06/2019,114.3795501
19/06/2019,115.0967226
20/06/2019,116.2059136
21/06/2019,115.9449134
24/06/2019,115.6941061
25/06/2019,115.0639299
26/06/2019,114.9051027
27/06/2019,115.463446
28/06/2019,116.1172268
01/07/2019,117.0227923
02/07/2019,117.1772597
03/07/2019,117.8794742
04/07/2019,118.0635415
05/07/2019,117.5721809
08/07/2019,116.8649991
09/07/2019,116.5751283
10/07/2019,116.8257716
11/07/2019,117.1830415
12/07/2019,117.4653289
15/07/2019,117.7163844
16/07/2019,117.7608024
17/07/2019,117.0272756
18/07/2019,117.0920324
19/07/2019,116.9492449
22/07/2019,116.9290964
23/07/2019,117.7529228
24/07/2019,118.0832064
25/07/2019,117.5768252
26/07/2019,117.8455637
29/07/2019,117.7370285
30/07/2019,117.2799342
31/07/2019,116.5569026
01/08/2019,115.6646753
02/08/2019,113.9683964
05/08/2019,110.7588059
06/08/2019,111.3287613
07/08/2019,111.4063083
08/08/2019,113.2775213
09/08/2019,112.6122356
12/08/2019,111.618303
13/08/2019,112.3295601
14/08/2019,110.0885101
15/08/2019,110.1197886
16/08/2019,111.5262169
19/08/2019,112.7033146
20/08/2019,112.1513603
21/08/2019,113.0300677
22/08/2019,112.7015853
23/08/2019,110.969204
26/08/2019,111.2026661
27/08/2019,111.2969692
28/08/2019,111.689664
29/08/2019,112.8479654
30/08/2019,113.5221448
02/09/2019,113.6042617
03/09/2019,112.8395474
04/09/2019,114.1993819
05/09/2019,115.5226651
06/09/2019,115.8801395
09/09/2019,115.9956504
10/09/2019,116.0422946
11/09/2019,116.9182775
12/09/2019,117.2701845
13/09/2019,117.5109083
16/09/2019,117.2300172
17/09/2019,117.0785519
18/09/2019,117.1016461
19/09/2019,117.0507164
20/09/2019,117.011483
23/09/2019,116.6866715
24/09/2019,116.1098519
25/09/2019,116.1239957
26/09/2019,116.3569725
27/09/2019,116.0222698
30/09/2019,116.3841034
01/10/2019,115.1121308
02/10/2019,113.016696
03/10/2019,113.5598744
04/10/2019,114.6017482
07/10/2019,114.4542933
08/10/2019,113.1720367
09/10/2019,113.7795715
10/10/2019,114.4563714
11/10/2019,116.2509395
14/10/2019,116.1778177
15/10/2019,117.0135783
16/10/2019,116.973105
17/10/2019,117.2838955
18/10/2019,117.0086554
21/10/2019,117.6750918
22/10/2019,117.8546003
23/10/2019,117.9329525
24/10/2019,118.4455653
25/10/2019,118.6491348
28/10/2019,119.1562837
29/10/2019,119.2849098
30/10/2019,119.3709338
31/10/2019,118.9155812
01/11/2019,119.956494
04/11/2019,120.903433
05/11/2019,121.0690136
06/11/2019,121.1266692
07/11/2019,121.4874482
08/11/2019,121.3653965
11/11/2019,120.866117
12/11/2019,121.1541526
13/11/2019,120.8452913
14/11/2019,120.8007329
15/11/2019,121.4954414
